WL,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,S46,S47,S48,S49,S50,S51,S52,S53,S54,S55,S56,S57,S58,S59,S60,S61,S62,S63,S64,S65,S66,S67,S68,S69,S70,S71,S72,S73,S74,S75,S76,S77,S78,S79,S80,S81,S82,S83,S84,S85,S86,S87,S88,S89,S90,S91,S92,S93,S94,S95,S96,S97,S98,S99,S100,S101,S102,S103,S104,S105,S106,S107,S108,S109,S110
700.0335,90.6886,95.8898,102.183,102.467,95.6826,96.7402,76.4218,93.0876,60.5814,81.7459,44.6902,89.6752,102.41,71.5038,69.797,72.6155,97.8073,51.5952,104.514,98.4424,68.9907,112.613,65.7274,107.011,101.518,99.8238,112.82,100.881,102.547,88.084,56.2516,103.419,107.09,48.2142,52.769,105.699,102.581,68.5686,95.3587,108.733,82.0984,103.181,89.9303,93.8551,63.9278,90.3233,99.3091,50.6062,88.7987,92.1451,90.6806,94.305,85.4994,96.5805,94.5281,84.8582,81.5586,85.5209,88.6593,89.3943,83.5997,74.8287,83.461,80.8613,119.434,106.924,75.3492,117.826,111.706,79.2365,102.45,114.626,110.861,113.094,120.125,107.499,113.071,94.3725,113.458,97.6538,87.4023,99.3323,89.8493,91.2422,99.4722,94.1833,92.7933,90.3055,100.539,98.8473,49.0268,93.8865,76.1282,69.7442,62.646,75.5451,98.5477,89.1327,91.1307,93.8946,100.344,97.9524,94.5722,94.2556,93.9735,93.2814,85.3785,99.2437,98.2432,97.5671
700.9977,90.534,95.7285,102.299,102.586,95.5161,96.5109,75.6506,92.9652,60.8238,81.2084,50.336,89.7812,102.538,71.7109,69.8791,72.8333,97.5051,50.0639,104.538,98.4791,67.5899,112.626,64.1498,106.828,101.464,99.6318,112.729,102.104,103.651,88.3237,55.0906,103.599,107.062,46.7382,51.199,105.694,102.763,67.8941,95.2917,108.869,81.6432,103.273,89.8521,93.7442,68.9059,90.4606,99.1223,49.5363,88.93,92.0374,90.7825,94.2674,85.1446,96.6046,94.4438,84.8607,81.1941,85.1979,88.6212,89.3847,84.4571,74.5026,83.1883,80.5568,119.488,106.711,75.6055,118.006,111.489,78.0351,102.756,114.394,111.009,113.291,120.217,107.428,113.223,94.4509,113.295,97.605,87.3055,99.2601,89.5299,91.1337,99.3735,94.1915,92.6501,90.1087,100.495,98.7728,54.0389,93.5484,76.1749,69.1884,66.0649,74.9756,98.5034,89.1515,91.0738,93.9211,100.295,97.7896,94.5947,94.1563,93.7402,93.3453,85.4298,99.1995,98.196,97.4289
701.962,90.3277,95.5038,102.411,102.639,95.3051,96.2249,74.916,92.816,61.029,80.6723,56.0495,89.8476,102.631,71.8683,69.956,73.4619,97.2052,48.6064,104.595,98.5109,66.265,112.639,62.7878,106.616,101.439,99.45,112.683,103.321,104.765,88.5863,54.0176,103.825,107.071,45.3385,49.6743,105.658,102.986,67.2325,95.2112,108.999,81.2431,103.359,89.7986,93.6217,73.8827,90.6287,98.8806,48.5207,89.0961,91.9443,90.9413,94.2776,84.8498,96.6747,94.3341,84.8886,80.8702,84.9064,88.5876,89.3736,85.3774,74.1872,82.9328,80.2769,119.548,106.436,75.9146,118.142,111.159,76.9046,103.068,114.082,111.147,113.426,120.282,107.285,113.348,94.5154,113.07,97.5555,87.1645,99.1793,89.2218,91.0037,99.2706,94.2123,92.4888,89.9064,100.438,98.7051,59.1006,93.1826,76.2522,68.6837,69.5081,74.4697,98.4773,89.2136,91.0668,93.9861,100.298,97.6227,94.6421,94.0261,93.5391,93.4615,85.5204,99.1967,98.1735,97.3122
702.9262,90.0591,95.1833,102.491,102.613,95.0182,95.8642,74.2125,92.6471,61.1941,80.1366,61.695,89.8583,102.681,71.9809,70.0374,74.4304,96.9108,47.2378,104.675,98.5426,65.0374,112.656,61.6231,106.391,101.447,99.2558,112.688,104.533,105.872,88.87,53.0347,104.089,107.099,44.0089,48.2102,105.589,103.264,66.5802,95.1268,109.115,80.9099,103.456,89.7626,93.4909,78.7291,90.8292,98.5977,47.5654,89.2832,91.868,91.1273,94.3366,84.6169,96.7705,94.1966,84.9456,80.5764,84.6421,88.553,89.3501,86.341,73.8735,82.6902,80.0148,119.594,106.119,76.231,118.206,110.719,75.8609,103.37,113.673,111.273,113.488,120.308,107.066,113.431,94.5596,112.77,97.5183,87.007,99.1164,88.9352,90.898,99.2015,94.265,92.3327,89.7208,100.381,98.6554,64.0765,92.8034,76.367,68.2275,72.8691,74.0464,98.4767,89.3363,91.1119,94.0836,100.34,97.4823,94.7199,93.8742,93.3857,93.6143,85.6454,99.237,98.1765,97.2221
703.8904,89.7217,94.7473,102.523,102.518,94.634,95.4182,73.5366,92.4689,61.3254,79.6035,67.1655,89.8124,102.697,72.0741,70.1365,75.6504,96.6074,45.9481,104.765,98.5791,63.9015,112.679,60.5896,106.154,101.467,99.0152,112.718,105.728,106.952,89.1605,52.1183,104.376,107.115,42.7189,46.804,105.49,103.597,65.9381,95.0412,109.22,80.6251,103.578,89.7194,93.3412,83.3652,91.05,98.2857,46.6545,89.4694,91.7902,91.3018,94.4208,84.4274,96.8611,94.0351,85.016,80.2832,84.3853,88.5026,89.3037,87.3304,73.5501,82.4452,79.7531,119.605,105.766,76.505,118.203,110.193,74.8927,103.652,113.175,111.394,113.492,120.295,106.783,113.468,94.5865,112.397,97.4938,86.8579,99.0888,88.668,90.8481,99.1897,94.3593,92.195,89.5525,100.338,98.6256,68.8604,92.4105,76.5068,67.8017,76.0671,73.6985,98.5039,89.5051,91.1925,94.2015,100.397,97.3835,94.8275,93.7128,93.2648,93.7673,85.7889,99.3093,98.1917,97.1532
704.8547,89.3176,94.1977,102.506,102.384,94.15,94.8872,72.8922,92.2897,61.4377,79.0804,72.3501,89.7196,102.704,72.1845,70.2504,77.0103,96.2686,44.7102,104.845,98.6173,62.8345,112.702,59.602,105.884,101.457,98.6931,112.725,106.879,107.977,89.4366,51.2297,104.672,107.082,41.4348,45.4434,105.359,103.967,65.3036,94.9459,109.327,80.3471,103.728,89.633,93.1458,87.7102,91.273,97.947,45.7551,89.6359,91.6829,91.4331,94.4965,84.2524,96.9205,93.8588,85.0713,79.9597,84.1127,88.4171,89.2312,88.3303,73.2094,82.1838,79.4737,119.58,105.371,76.707,118.172,109.619,73.9723,103.913,112.615,111.519,113.472,120.263,106.45,113.476,94.6042,111.97,97.4736,86.7281,99.1009,88.4133,90.8567,99.2358,94.4906,92.0704,89.3747,100.315,98.6087,73.3486,91.9882,76.6448,67.3851,79.026,73.4025,98.5575,89.685,91.2854,94.3238,100.45,97.3225,94.9592,93.5492,93.1424,93.8881,85.9334,99.3963,98.1982,97.0929
705.8189,88.8571,93.5577,102.457,102.251,93.58,94.2801,72.289,92.1157,61.5516,78.5814,77.1382,89.5933,102.73,72.3403,70.3399,78.3707,95.8615,43.4939,104.902,98.6391,61.8111,112.719,58.5917,105.528,101.376,98.2638,112.66,107.946,108.914,89.6806,50.3336,104.968,106.967,40.1432,44.1201,105.18,104.346,64.6646,94.8213,109.443,80.0305,103.899,89.4652,92.8688,91.6742,91.4836,97.5678,44.8293,89.7737,91.5217,91.5099,94.5375,84.068,96.94,93.6773,85.0852,79.5922,83.8128,88.2813,89.1378,89.3338,72.8516,81.9023,79.1681,119.542,104.91,76.8372,118.165,109.022,73.0733,104.168,112.016,111.651,113.47,120.24,106.072,113.488,94.621,111.504,97.4438,86.6074,99.1435,88.1647,90.8957,99.3177,94.6371,91.9348,89.1377,100.317,98.5874,77.4423,91.5106,76.7488,66.9619,81.6781,73.1313,98.6311,89.8393,91.3723,94.4317,100.49,97.2786,95.1041,93.3773,92.9805,93.9655,86.0682,99.4807,98.1755,97.0247
706.7831,88.3501,92.8568,102.404,102.157,92.939,93.6031,71.7362,91.95,61.6892,78.1234,81.4366,89.4397,102.792,72.5421,70.3298,79.5768,95.3523,42.2807,104.93,98.6123,60.8159,112.722,57.532,105.029,101.193,97.7138,112.498,108.886,109.73,89.8858,49.4171,105.266,106.739,38.8614,42.836,104.933,104.711,64.0029,94.6388,109.564,79.6464,104.075,89.1836,92.4769,95.1782,91.6776,97.1149,43.8506,89.8835,91.2948,91.5446,94.5367,83.8644,96.9323,93.4925,85.0469,79.1933,83.4939,88.0901,89.0316,90.342,72.4849,81.6096,78.8424,119.528,104.346,76.9185,118.218,108.399,72.1852,104.438,111.381,111.782,113.517,120.255,105.647,113.539,94.6423,111.002,97.3907,86.4675,99.1993,87.9192,90.9185,99.4017,94.7672,91.7567,88.7914,100.335,98.5381,81.0622,90.9492,76.792,66.5284,83.9781,72.8644,98.7135,89.9448,91.4466,94.506,100.521,97.2225,95.2484,93.1775,92.749,94.0133,86.1892,99.5505,98.1096,96.9304
707.7474,87.7951,92.111,102.37,102.116,92.2211,92.844,71.233,91.7915,61.8675,77.7183,85.1819,89.2485,102.891,72.7564,70.1444,80.4986,94.7131,41.0695,104.932,98.503,59.8473,112.71,56.4396,104.346,100.905,97.0386,112.253,109.678,110.407,90.0567,48.4953,105.568,106.378,37.6283,41.601,104.594,105.051,63.3032,94.3618,109.674,79.1901,104.244,88.7683,91.9477,98.177,91.8602,96.54,42.8124,89.9711,91.0022,91.5648,94.5032,83.6454,96.9229,93.2931,84.9622,78.7935,83.178,87.8481,88.9132,91.3565,72.1203,81.3178,78.5134,119.566,103.639,76.976,118.338,107.723,71.3135,104.738,110.679,111.891,113.616,120.317,105.148,113.643,94.6703,110.437,97.3065,86.2728,99.2504,87.6771,90.8789,99.4596,94.8542,91.5103,88.3188,100.36,98.4382,84.1621,90.2757,76.7607,66.0903,85.9086,72.5873,98.7889,89.9972,91.5091,94.5333,100.548,97.125,95.378,92.9262,92.4286,94.0562,86.2963,99.5999,97.9947,96.7908
708.7116,87.1708,91.3052,102.363,102.119,91.3823,91.9609,70.7646,91.6317,62.093,77.366,88.3451,88.9873,103.008,72.9273,69.7672,81.0862,93.9313,39.872,104.917,98.2971,58.9145,112.697,55.354,103.473,100.523,96.2309,111.969,110.32,110.944,90.2037,47.5988,105.871,105.875,36.481,40.4231,104.143,105.367,62.561,93.9442,109.758,78.6737,104.401,88.2094,91.2669,100.668,92.0407,95.7873,41.7233,90.0431,90.649,91.599,94.4517,83.4186,96.9354,93.0544,84.8417,78.42,82.8837,87.5614,88.7693,92.3691,71.7637,81.0321,78.1959,119.659,102.762,77.0189,118.5,106.953,70.4632,105.066,109.869,111.955,113.745,120.412,104.528,113.79,94.7051,109.76,97.1923,85.9921,99.2862,87.4404,90.7481,99.4809,94.8879,91.1813,87.7647,100.377,98.2778,86.7329,89.4596,76.6551,65.6546,87.4759,72.2848,98.8406,90.0045,91.5615,94.5127,100.575,96.9627,95.4817,92.6055,92.0072,94.1122,86.3905,99.6287,97.8311,96.5858
709.6758,86.4309,90.3846,102.379,102.13,90.3382,90.8839,70.3056,91.4554,62.3619,77.0552,90.9314,88.6025,103.12,72.9976,69.2896,81.4098,93.0087,38.7023,104.895,98.0197,58.0321,112.699,54.3093,102.447,100.065,95.2637,111.707,110.832,111.365,90.3378,46.7484,106.165,105.234,35.4328,39.3014,103.559,105.664,61.7807,93.3289,109.811,78.1096,104.552,87.4945,90.4137,102.682,92.2274,94.796,40.5941,90.1066,90.2358,91.6634,94.3923,83.1838,96.9797,92.7428,84.6831,78.0801,82.6087,87.2247,88.5737,93.3563,71.4097,80.7453,77.8927,119.776,101.712,77.0337,118.662,106.046,69.6197,105.399,108.914,111.958,113.865,120.508,103.702,113.937,94.7462,108.903,97.0564,85.6021,99.306,87.2114,90.5165,99.4744,94.8778,90.7605,87.238,100.381,98.0689,88.7987,88.4587,76.4842,65.2226,88.7024,71.9351,98.8565,89.9768,91.6015,94.4589,100.602,96.7184,95.5548,92.2019,91.4695,94.1817,86.4735,99.64,97.6198,96.2927
710.6401,85.4995,89.2547,102.408,102.104,88.9803,89.5313,69.829,91.2457,62.6654,76.7742,92.9787,88.0255,103.211,72.9262,68.913,81.6543,91.9342,37.5696,104.878,97.7374,57.2178,112.732,53.3135,101.318,99.5236,94.0695,111.525,111.239,111.701,90.4718,45.9325,106.44,104.472,34.4668,38.2262,102.812,105.946,60.9659,92.4523,109.848,77.497,104.704,86.586,89.341,104.272,92.4247,93.488,39.4257,90.171,89.75,91.7577,94.3289,82.9271,97.0484,92.3211,84.4612,77.7574,82.3252,86.8088,88.2939,94.2826,71.0432,80.4427,77.5932,119.872,100.507,76.9936,118.789,104.925,68.7417,105.704,107.762,111.9,113.927,120.568,102.55,114.036,94.7929,107.779,96.907,85.0806,99.3165,86.9913,90.1849,99.4591,94.845,90.2304,86.8808,100.369,97.8484,90.4069,87.2064,76.2566,64.7895,89.6212,71.5153,98.834,89.9172,91.6267,94.3977,100.624,96.3777,95.6008,91.6933,90.7861,94.249,86.5489,99.6389,97.3573,95.8861
711.6043,84.2728,87.7936,102.446,101.997,87.2113,87.8365,69.3157,90.993,62.9954,76.5234,94.5528,87.1835,103.281,72.6889,68.8846,82.0567,90.6377,36.4753,104.875,97.5386,56.4906,112.804,52.3428,100.118,98.8649,92.5293,111.465,111.564,111.982,90.6213,45.1025,106.693,103.621,33.5443,37.1841,101.851,106.214,60.1099,91.259,109.894,76.8196,104.866,85.4034,87.9661,105.498,92.6328,91.7508,38.2071,90.2464,89.16,91.868,94.2642,82.6244,97.1234,91.7534,84.1338,77.4237,81.99,86.2577,87.9012,95.1094,70.6471,80.1125,77.2802,119.911,99.1658,76.8771,118.863,103.449,67.7804,105.955,106.308,111.801,113.895,120.573,100.939,114.044,94.8438,106.283,96.7411,84.4,99.3243,86.7802,89.7522,99.4509,94.8092,89.5581,86.8107,100.345,97.6688,91.616,85.6113,75.9724,64.3472,90.2769,71.0131,98.7822,89.8193,91.6392,94.354,100.636,95.9257,95.6304,91.0329,89.9078,94.2912,86.6223,99.632,97.0342,95.3411
712.5685,82.6406,85.883,102.499,101.787,84.9932,85.7785,68.7585,90.7005,63.3472,76.3177,95.7376,86.0186,103.344,72.2695,69.3858,82.8047,88.9607,35.4145,104.894,97.4949,55.8628,112.906,51.3471,98.8443,98.0332,90.4944,111.542,111.818,112.22,90.8013,44.192,106.923,102.719,32.6228,36.1605,100.609,106.463,59.1947,89.729,109.972,76.0531,105.033,83.8321,86.1912,106.415,92.844,89.4454,36.925,90.3396,88.4191,91.9753,94.2064,82.2536,97.1853,91.0135,83.6632,77.0561,81.5664,85.5041,87.3799,95.8063,70.2131,79.7548,76.9407,119.883,97.6982,76.6873,118.889,101.403,66.7135,106.148,104.365,111.695,113.741,120.528,98.7806,113.951,94.8961,104.304,96.5407,83.532,99.3302,86.5753,89.2149,99.4525,94.7804,88.7068,87.0617,100.313,97.5795,92.4873,83.5827,75.6206,63.8882,90.7263,70.4387,98.7182,89.6699,91.6483,94.3374,100.637,95.3511,95.6561,90.1542,88.7758,94.29,86.6998,99.6255,96.6399,94.6439
713.5328,80.5398,83.4636,102.574,101.478,82.3906,83.4068,68.1593,90.3817,63.7157,76.17,96.6185,84.5155,103.414,71.655,70.43,83.9447,86.6943,34.3735,104.934,97.6243,55.321,113.014,50.2624,97.4665,96.9888,87.855,111.743,111.999,112.405,91.0151,43.1512,107.129,101.805,31.6678,35.1367,99.0321,106.686,58.1992,87.9118,110.08,75.1771,105.185,81.7785,83.9593,107.074,93.0403,86.466,35.5761,90.4472,87.4874,92.0637,94.1694,81.8069,97.2224,90.099,83.044,76.6481,81.0456,84.5071,86.7375,96.3596,69.7477,79.3812,76.5719,119.812,96.1108,76.4607,118.883,98.5678,65.568,106.298,101.708,111.612,113.457,120.458,96.1043,113.772,94.9438,101.77,96.2809,82.4706,99.3288,86.3697,88.5816,99.4541,94.7583,87.6664,87.5579,100.277,97.6058,93.0823,81.0845,75.1884,63.4054,91.0328,69.8219,98.6586,89.4587,91.6653,94.3352,100.629,94.6575,95.686,89.004,87.3573,94.2401,86.7849,99.6237,96.1741,93.8096
714.497,78.0263,80.596,102.668,101.094,79.587,80.8524,67.5205,90.0504,64.0918,76.0639,97.2651,82.7326,103.485,70.8473,71.8384,85.3577,83.6987,33.3245,104.985,97.8787,54.8022,113.101,49.0221,95.976,95.7552,84.6367,112.027,112.1,112.514,91.2436,41.9732,107.299,100.927,30.6544,34.0806,97.1359,106.868,57.1098,85.9496,110.189,74.1805,105.288,79.2544,81.3262,107.512,93.1939,82.843,34.1706,90.5542,86.3671,92.125,94.1664,81.2947,97.2343,89.0481,82.32,76.2062,80.4491,83.2975,86.0132,96.7739,69.2678,79.0048,76.1782,119.737,94.437,76.2598,118.862,94.8613,64.4036,106.429,98.2031,111.565,113.046,120.39,93.1036,113.543,94.9782,98.7167,95.9513,81.2617,99.3143,86.1523,87.893,99.4428,94.7399,86.486,88.148,100.242,97.7392,93.4625,78.1942,74.6804,62.8896,91.2536,69.1943,98.611,89.1896,91.6958,94.3204,100.618,93.8795,95.7194,87.5909,85.6914,94.1517,86.8769,99.6278,95.661,92.8962
715.4612,75.3302,77.4996,102.761,100.677,76.8672,78.3257,66.8351,89.7105,64.4623,75.9334,97.7234,80.8225,103.532,69.8916,73.319,86.8229,80.0502,32.223,105.034,98.169,54.1799,113.145,47.5671,94.4438,94.4536,81.076,112.334,112.112,112.52,91.4463,40.6893,107.411,100.148,29.5578,32.9428,95.0489,106.987,55.9236,84.0786,110.253,73.0583,105.309,76.4489,78.5083,107.754,93.2763,78.8396,32.7242,90.6411,85.1352,92.1583,94.2039,80.736,97.2288,87.9509,81.5823,75.738,79.8127,82.0063,85.2828,97.0667,68.7887,78.6273,75.764,119.692,92.7797,76.1568,118.833,90.4711,63.2574,106.553,93.9623,111.541,112.528,120.334,90.1227,113.297,94.9907,95.3393,95.5285,79.9622,99.2573,85.8131,87.2332,99.3618,94.6534,85.2565,88.6513,100.16,97.8867,93.639,75.1558,74.098,62.2335,91.4334,68.4893,98.5304,88.8578,91.6889,94.2497,100.571,93.0447,95.7124,85.9742,83.8792,93.9949,87.0316,99.5997,95.1428,91.9943
716.4255,72.8616,74.552,102.828,100.274,74.5803,76.1081,66.0849,89.3545,64.8153,75.6697,98.0213,79.0358,103.522,68.9054,74.5917,88.1219,76.1342,31.0147,105.062,98.4105,53.2753,113.137,45.8551,93.0589,93.3034,77.6356,112.607,112.033,112.414,91.5784,39.3387,107.444,99.5678,28.3466,31.6635,93.035,107.021,54.6455,82.6082,110.236,71.8074,105.231,73.7475,75.8851,107.826,93.2736,74.9866,31.248,90.6932,83.9591,92.1678,94.2799,80.1449,97.2163,86.9516,80.9552,75.2436,79.1611,80.8618,84.6605,97.2602,68.3148,78.2358,75.329,119.684,91.3427,76.2185,118.79,85.9146,62.0898,106.67,89.431,111.513,111.941,120.287,87.6041,113.054,94.9757,92.0102,95.1795,78.8796,99.2369,85.5472,86.7228,99.3348,94.6658,84.2354,89.0577,100.172,98.1397,93.7765,72.283,73.6251,61.6338,91.5758,67.8529,98.5021,88.587,91.7369,94.1673,100.574,92.3777,95.7455,84.4551,82.2774,93.912,87.1106,99.618,94.736,91.274
717.3897,71.1544,72.2447,102.851,99.9414,73.0958,74.5353,65.2499,88.973,65.1453,75.1547,98.183,77.6994,103.436,68.0864,75.4803,89.1152,72.6337,29.6576,105.061,98.5597,51.9017,113.083,43.88,92.1169,92.5857,74.9493,112.803,111.875,112.211,91.614,37.9395,107.396,99.3291,26.9913,30.1976,91.4718,106.967,53.2887,81.8806,110.134,70.4343,105.073,71.6863,73.9512,107.762,93.2006,72.0293,29.7507,90.7088,83.0822,92.1616,94.3875,79.5239,97.207,86.2379,80.5783,74.7201,78.4969,80.1546,84.2908,97.3762,67.8424,77.8124,74.8737,119.7,90.4282,76.4962,118.723,82.0029,60.773,106.767,85.3852,111.46,111.357,120.233,86.025,112.83,94.934,89.2622,94.9413,78.1702,99.2327,85.2311,86.4985,99.3181,94.7022,83.6041,89.3426,100.218,98.3981,93.8633,70.0716,73.3525,60.9799,91.6878,67.1571,98.4754,88.415,91.7759,94.0775,100.583,91.9691,95.7781,83.2547,81.1737,93.8712,87.1752,99.6389,94.5268,90.876
718.3539,70.7305,71.0809,102.834,99.7419,72.7354,73.9444,64.3296,88.57,65.4544,74.3171,98.2422,77.1517,103.29,67.6801,75.9406,89.7637,70.3849,28.1583,105.029,98.6269,49.9477,113.002,41.7068,91.9458,92.5666,73.6825,112.905,111.671,111.954,91.5659,36.4875,107.297,99.5852,25.4959,28.555,90.7711,106.849,51.8888,82.1912,109.985,68.9781,104.889,70.8282,73.208,107.62,93.1069,70.7576,28.2597,90.7,82.7704,92.1526,94.5182,78.8726,97.2107,86.0057,80.58,74.1783,77.8093,80.1628,84.3193,97.4362,67.3735,77.3541,74.4137,119.711,90.3736,77.0126,118.63,79.6796,59.1472,106.843,82.7894,111.389,110.885,120.167,85.8026,112.646,94.8751,87.7014,94.8989,78.0491,99.2513,84.8532,86.6723,99.3208,94.7585,83.5596,89.5766,100.288,98.633,93.9235,69.0165,73.4277,60.2881,91.7641,66.3717,98.4542,88.4153,91.7978,94.0261,100.592,91.9568,95.8166,82.6571,80.9097,93.8888,87.2234,99.6576,94.6043,90.9331
719.3182,71.8813,71.3967,102.806,99.7274,73.6538,74.5555,63.3682,88.1737,65.7461,73.1928,98.2454,77.618,103.134,67.8916,76.036,90.1065,70.0755,26.6084,104.981,98.6631,47.4843,112.918,39.5055,92.7611,93.3811,74.288,112.927,111.473,111.71,91.4895,34.9934,107.208,100.426,23.9382,26.8417,91.2257,106.728,50.527,83.6563,109.856,67.5379,104.759,71.55,73.9774,107.475,93.0661,71.698,26.8506,90.6877,83.2029,92.1585,94.6624,78.2091,97.2357,86.3842,81.0281,73.6593,77.1023,81.0277,84.8298,97.4631,66.9346,76.8931,73.9918,119.701,91.4029,77.7402,118.526,79.6812,57.1441,106.913,82.4566,111.342,110.648,120.102,87.129,112.536,94.8161,87.8002,95.0917,78.6369,99.2829,84.4213,87.2717,99.3376,94.8179,84.1901,89.8356,100.355,98.8173,93.9599,69.4601,73.9419,59.6093,91.802,65.5222,98.4487,88.6273,91.7997,94.0566,100.594,92.4081,95.8655,82.8552,81.6837,93.9648,87.2568,99.6681,94.9993,91.4903
720.2824,74.4518,73.1586,102.804,99.9134,75.7121,76.3188,62.4653,87.8355,66.0161,71.9496,98.2383,79.0643,103.035,68.7674,75.8863,90.2204,71.8632,25.1887,104.937,98.7265,44.8252,112.858,37.5424,94.5087,94.924,76.7303,112.909,111.335,111.543,91.4597,33.5361,107.195,101.786,22.4868,25.2663,92.8251,106.675,49.3406,86.0841,109.817,66.2742,104.751,73.8067,76.1949,107.395,93.1447,74.7718,25.6577,90.6899,84.344,92.1952,94.8069,77.5892,97.2862,87.3416,81.872,73.2333,76.4213,82.6303,85.7692,97.4783,66.5826,76.4985,73.6739,119.671,93.4438,78.5864,118.44,82.0928,54.9119,107.006,84.5739,111.38,110.732,120.065,89.7916,112.531,94.7763,89.6073,95.4787,79.8595,99.3032,83.9781,88.1894,99.3502,94.8581,85.3868,90.1469,100.384,98.9281,93.96,71.3595,74.8529,59.029,91.8045,64.7128,98.4674,89.0198,91.7844,94.1831,100.582,93.2529,95.9209,83.8253,83.3877,94.0798,87.2804,99.6654,95.6428,92.4441
721.2466,77.8188,75.8996,102.851,100.258,78.4627,78.8568,61.752,87.6124,66.2473,70.8359,98.2449,81.1502,103.036,70.1324,75.6055,90.1801,75.1862,24.1148,104.916,98.8469,42.4461,112.838,36.1,96.8245,96.8496,80.3968,112.897,111.283,111.489,91.5297,32.2847,107.29,103.423,21.3609,24.08,95.1874,106.736,48.4976,88.9815,109.898,65.3642,104.885,77.0653,79.3538,107.406,93.3634,79.2006,24.8462,90.7104,85.9051,92.2661,94.9356,77.1002,97.3571,88.6544,82.932,72.9724,75.8528,84.5878,86.9325,97.4948,66.3878,76.2504,73.5222,119.64,96.0783,79.4175,118.404,86.1537,52.818,107.148,88.4552,111.544,111.12,120.075,93.1706,112.64,94.7678,92.607,95.9474,81.4337,99.2894,83.5961,89.2054,99.3419,94.8662,86.8495,90.47,100.356,98.9596,93.9126,74.2023,75.9701,58.6429,91.7785,64.0967,98.5085,89.4894,91.7583,94.378,100.561,94.2824,95.9707,85.2879,85.584,94.2028,87.3002,99.649,96.3774,93.5563
722.2109,81.1545,78.9045,102.94,100.675,81.317,81.5911,61.3435,87.5454,66.4158,70.0721,98.2576,83.3622,103.132,71.66,75.2606,90.0366,79.0018,23.5563,104.923,99.0123,40.7798,112.854,35.3731,99.1859,98.7176,84.3467,112.921,111.305,111.536,91.6995,31.4573,107.47,105.006,20.7509,23.4831,97.7129,106.901,48.1473,91.7502,110.071,64.9385,105.112,80.531,82.7119,107.48,93.6843,83.8381,24.5597,90.7378,87.4711,92.3573,95.0346,76.8275,97.4346,89.9973,83.9726,72.918,75.4902,86.4284,88.0486,97.5101,66.4039,76.2007,73.5665,119.629,98.7252,80.1153,118.429,90.6059,51.2831,107.338,92.8526,111.826,111.691,120.131,96.507,112.827,94.7891,95.9348,96.3736,82.9968,99.2381,83.3491,90.0898,99.3116,94.8481,88.2273,90.7305,100.281,98.9301,93.8207,77.2258,77.044,58.5234,91.7297,63.8033,98.5595,89.91,91.7297,94.5891,100.539,95.2455,96.0031,86.8349,87.7061,94.3075,87.3205,99.6245,97.0326,94.5623
723.1751,83.7757,81.509,103.045,101.073,83.773,83.9646,61.3061,87.6525,66.5037,69.7704,98.2477,85.2284,103.278,73.0238,74.8693,89.8194,82.2754,23.5963,104.954,99.186,40.0527,112.889,35.4279,101.137,100.173,87.715,112.982,111.352,111.632,91.9223,31.2486,107.676,106.259,20.7665,23.5732,99.8472,107.111,48.3863,93.9225,110.275,65.0516,105.351,83.4978,85.6094,107.552,94.0348,87.6798,24.8903,90.7541,88.6922,92.4431,95.0994,76.8231,97.5016,91.0852,84.8054,73.0736,75.3969,87.8023,88.899,97.5104,66.6523,76.3578,73.8001,119.643,100.903,80.6199,118.5,94.3027,50.5904,107.55,96.5798,112.171,112.283,120.211,99.2235,113.035,94.8286,98.7801,96.6797,84.2719,99.1675,83.2827,90.697,99.2742,94.822,89.2746,90.8711,100.19,98.8735,93.6995,79.7655,77.8851,58.7073,91.6597,63.8894,98.6049,90.1929,91.7066,94.7691,100.527,95.9604,96.0144,88.1237,89.3197,94.3818,87.3423,99.5994,97.4997,95.2827
724.1393,85.3111,83.2797,103.139,101.389,85.5313,85.582,61.6583,87.9358,66.509,69.9342,98.1849,86.4443,103.426,74.0074,74.4257,89.55,84.3189,24.2537,104.998,99.3333,40.2744,112.921,36.2413,102.408,101.026,89.9546,113.06,111.372,111.719,92.1374,31.7803,107.846,107.028,21.443,24.3634,101.244,107.299,49.2583,95.2575,110.446,65.7008,105.53,85.5473,87.6496,107.561,94.3457,90.145,25.8845,90.7465,89.3827,92.4986,95.1364,77.0977,97.5455,91.7488,85.3391,73.4248,75.5947,88.563,89.3737,97.4804,67.1303,76.7014,74.1998,119.669,102.346,80.9282,118.586,96.5549,50.8227,107.749,98.9032,112.514,112.757,120.289,101.041,113.208,94.8717,100.628,96.842,85.1314,99.1036,83.4075,90.9771,99.2476,94.8037,89.8942,90.8756,100.111,98.8219,93.5633,81.4335,78.4121,59.2083,91.5676,64.3465,98.6334,90.3068,91.6947,94.8924,100.527,96.3502,96.0087,88.9747,90.2239,94.426,87.3642,99.5783,97.7458,95.6486
